Name,PropertyType,HostID,HostName,HostLocation,HostResponseTime,HostResponseRate,RoomType,BedType,MinNights,MaxNights,GuestCount,ExtraGuestCount,GuestWithPay,BedRoomsCount,No_Of_Beds,No_Of_Bathrooms,CancellationPolicy,Price,Currency,Address_Property,Location,LocationCode,Longitude,Latitude,Availability_365,Is_location_exact,Total_ReviewsCount,ReviewScores
아담하고 느낌이 편안한 방 Modern and cosy,Apartment,73300725,Sibang,AU,Not Specified,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,0.5,flexible,569.0,AUD,"Waterloo, NSW, Australia",Australia,AU,151.21532,-33.89307,365,False,0,10.0
~TROPICAL DREAM VACATION~ Ocean View,Apartment,740644,Gina,"Honolulu, Hawaii, United States",within an hour,100.0,Entire home/apt,Real Bed,1,1125,2,0.0,1.0,0.0,1.0,1.0,strict_14_with_grace_period,99.0,USD,"Honolulu, HI, United States",United States,US,-157.83334,21.2862,209,True,108,9.0
Porto Beach Apartment T2 com garagem,Apartment,73408524,Guedes,PT,within an hour,100.0,Entire home/apt,Real Bed,4,365,5,25.0,4.0,2.0,4.0,2.0,strict_14_with_grace_period,129.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.68085,41.15722,311,False,13,10.0
Hip 2BR in Downtown Montréal by Sonder,Apartment,12243051,Sonder,"San Francisco, California, United States",within an hour,94.0,Entire home/apt,Real Bed,2,1125,4,7.0,4.0,2.0,2.0,1.0,strict_14_with_grace_period,90.0,CAD,"Montreal, QC, Canada",Canada,CA,-73.57803,45.50165,0,True,33,9.0
Eliseos Luxury Apartment HUTB-001281,Apartment,10249776,Schwarz,"Barcelona, Catalonia, Spain",within an hour,100.0,Entire home/apt,Real Bed,3,334,6,30.0,4.0,3.0,3.0,2.0,strict_14_with_grace_period,300.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.16524,41.39478,286,True,34,10.0
Stylish Flat in Center of Fashion,Apartment,43758594,Tugba,"Istanbul, İstanbul, Turkey",within a few hours,100.0,Entire home/apt,Real Bed,4,300,4,0.0,1.0,1.0,1.0,1.0,moderate,369.0,TRY,"Beşiktaş, İstanbul, Turkey",Turkey,TR,28.99883,41.04854,177,True,23,10.0
Vela Luxury Apartment HUTB-001280,Apartment,10249776,Schwarz,"Barcelona, Catalonia, Spain",within an hour,100.0,Entire home/apt,Real Bed,3,334,4,30.0,4.0,2.0,2.0,2.0,strict_14_with_grace_period,295.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.1653,41.39294,291,True,27,10.0
Fully Furnished in Causeway bay,Apartment,4584648,Ivy,Hong Kong,within a day,94.0,Private room,Real Bed,30,90,1,0.0,1.0,1.0,1.0,1.0,flexible,243.0,HKD,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.18065,22.27804,365,True,1,10.0
East Village Living,Apartment,1363435,Erica,"New York, New York, United States",within an hour,100.0,Entire home/apt,Real Bed,30,180,2,0.0,1.0,0.0,1.0,1.0,strict_14_with_grace_period,140.0,USD,"New York, NY, United States",United States,US,-73.98717,40.72665,14,False,32,10.0
Sydney Centre City View Studio Apartment,Apartment,70570922,Inna,"Sydney, New South Wales, Australia",within an hour,100.0,Entire home/apt,Real Bed,2,1125,5,18.0,2.0,0.0,3.0,1.0,strict_14_with_grace_period,209.0,AUD,"Darlinghurst, NSW, Australia",Australia,AU,151.21367,-33.87702,308,True,4,6.0
"Direct Beach/Ocean front, 20 Steps to the Water!",Loft,51278102,Angelica,"Saratoga, California, United States",within an hour,100.0,Entire home/apt,Real Bed,5,1125,4,75.0,4.0,2.0,2.0,2.0,strict_14_with_grace_period,300.0,USD,"Lahaina, HI, United States",United States,US,-156.6868,20.95465,306,True,41,10.0
Grande maison avec jardin sur le Plateau,Townhouse,382154,Karine,"Montreal, Quebec, Canada",within a day,100.0,Entire home/apt,Real Bed,5,1125,7,0.0,1.0,4.0,4.0,1.5,strict_14_with_grace_period,208.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.56972,45.52296,188,True,3,10.0
Lovely Room In Cool and Vibrant Mile End Area!,Apartment,6947726,Tessa & Trev,"Montreal, Quebec, Canada",a few days or more,0.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,flexible,55.0,CAD,"Montreal, QC, Canada",Canada,CA,-73.59698,45.52865,364,True,39,9.0
Very special island bed and brunch,Bed and breakfast,7101594,Ann,"Dangar Island, New South Wales, Australia",within an hour,100.0,Private room,Real Bed,1,1125,4,140.0,1.0,3.0,2.0,1.0,flexible,139.0,AUD,"Dangar Island, NSW, Australia",Australia,AU,151.23946,-33.53785,362,True,30,9.0
Cozy Apartment in Bed-Stuy,Townhouse,64172780,Eleni,US,Not Specified,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,2.0,flexible,50.0,USD,"Brooklyn, NY, United States",United States,US,-73.95375,40.68604,0,True,7,10.0
Charmoso loft em Santa Teresa,Apartment,20155350,Maria,"Rio de Janeiro, Rio de Janeiro, Brazil",Not Specified,100.0,Entire home/apt,Real Bed,4,15,6,0.0,1.0,2.0,2.0,1.0,flexible,1529.0,BRL,"Rio de Janeiro, RJ, Brazil",Brazil,BR,-43.189661428857306,-22.922011056850106,365,False,0,10.0
Reduced! Special deal $119 Free Wifi,Condominium,5654668,Molly,"San Francisco, California, United States",within an hour,98.0,Entire home/apt,Real Bed,2,1125,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,119.0,USD,"Lihue, HI, United States",United States,US,-159.33923,22.01071,259,True,44,9.0
Apartment in the centre with parking,Apartment,74215308,Alcino,"Porto, Porto District, Portugal",within a day,100.0,Entire home/apt,Real Bed,5,31,3,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,55.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.59966,41.15207,89,False,22,10.0
One bdrm apt in Central/Sheung Wan next to Soho,Apartment,37153965,Daniel,Hong Kong,Not Specified,100.0,Entire home/apt,Real Bed,3,1125,2,100.0,1.0,2.0,1.0,1.0,strict_14_with_grace_period,416.0,HKD,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.15096,22.284,0,True,13,10.0
Chez Nous,Apartment,74484936,Suzani,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,100.0,Private room,Real Bed,5,30,1,0.0,2.0,1.0,1.0,2.0,flexible,78.0,BRL,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,BR,-43.22997794854019,-22.928597284586367,0,False,0,10.0
1 bed great location,Apartment,74491713,Egemen,Turkey,within a day,50.0,Entire home/apt,Real Bed,1,1125,1,0.0,1.0,1.0,1.0,1.0,flexible,264.0,TRY,"Üsküdar, İstanbul, Turkey",Turkey,TR,29.08174,41.05077,365,False,0,10.0
Vacances de reve à Espinho (Porto),Apartment,69799996,Marie,"Saintes, Aquitaine-Limousin-Poitou-Charentes, France",within an hour,100.0,Entire home/apt,Real Bed,3,1124,6,5.0,4.0,3.0,5.0,1.5,strict_14_with_grace_period,45.0,EUR-P,"Espinho, Aveiro, Portugal",Portugal,PT,-8.64343,40.99568,272,False,37,10.0
"Sunny, Huge, Quiet Room Doorman Bld",Apartment,7182180,Lee,"New York, New York, United States",within a day,100.0,Private room,Real Bed,1,1125,1,55.0,1.0,1.0,1.0,1.0,moderate,73.0,USD,"New York, NY, United States",United States,US,-73.93789,40.85704,365,True,6,10.0
Habitación doble al lado de La Pedrera,Apartment,44847267,Manuel,"Barcelona, Catalonia, Spain",Not Specified,100.0,Private room,Real Bed,4,15,1,0.0,1.0,1.0,1.0,1.5,flexible,18.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.16316,41.39533,0,True,3,10.0
Appartement très tendance en plein centre ville.,Apartment,74710222,Sébastien,"Montreal, Québec, Canada",Not Specified,100.0,Entire home/apt,Real Bed,1,1125,6,0.0,1.0,2.0,3.0,1.0,strict_14_with_grace_period,90.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.57039,45.51664,0,True,18,10.0
"2br/1ba,1 kitchentte, 10min walk to Waikiki beach",Apartment,63403741,Kazue,"Honolulu, Hawaii, United States",within a day,100.0,Entire home/apt,Real Bed,1,1125,4,0.0,1.0,2.0,4.0,1.0,moderate,130.0,USD,"Honolulu, HI, United States",United States,US,-157.82304,21.27703,155,True,51,10.0
Perfect Williamsburg Summer Haven,Apartment,507186,Holly,"New York, New York, United States",Not Specified,100.0,Entire home/apt,Real Bed,2,10,2,0.0,2.0,2.0,1.0,1.0,strict_14_with_grace_period,125.0,USD,"Brooklyn, NY, United States",United States,US,-73.94332,40.71109,0,True,15,9.0
A GEM IN THE HEART  OF BYZANTINE  ISTANBUL,Apartment,74782612,Chronis,"Istanbul, İstanbul, Turkey",within an hour,100.0,Entire home/apt,Real Bed,5,30,4,179.0,4.0,2.0,2.0,1.0,strict_14_with_grace_period,385.0,TRY,"Beyoğlu, İstanbul, Turkey",Turkey,TR,28.97312,41.03485,122,False,39,10.0
Resort perfeito para olimpíadas,Apartment,74831686,Carla,BR,Not Specified,100.0,Entire home/apt,Real Bed,10,25,5,0.0,1.0,2.0,3.0,2.0,flexible,933.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.4146349556373,-22.98883478905928,358,False,0,10.0
Cobertura com lazer -  Olimpíadas,Apartment,71576305,Vanessa,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,100.0,Entire home/apt,Real Bed,15,1125,4,0.0,1.0,3.0,2.0,3.0,flexible,988.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.36022452992309,-22.937031177065517,173,True,0,10.0
The Porto Concierge - Bouganvillea Oporto Flat,Apartment,75091963,Edgar,PT,within an hour,100.0,Entire home/apt,Real Bed,2,1125,4,10.0,2.0,1.0,2.0,1.0,moderate,65.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.60701,41.14987,325,True,119,10.0
"CL405-Great Apartment, Everything on its Door Step",Apartment,15739069,The Apartment Service,"Sydney, New South Wales, Australia",within a few hours,91.0,Entire home/apt,Real Bed,31,1125,4,0.0,1.0,2.0,3.0,1.0,strict_14_with_grace_period,200.0,AUD,"Sydney, NSW, Australia",Australia,AU,151.20904,-33.86252,336,True,25,9.0
Sydney CBD 3 Bedroom 1 Bathroom Apartment,Apartment,70570922,Inna,"Sydney, New South Wales, Australia",within an hour,100.0,Entire home/apt,Real Bed,2,1125,8,18.0,2.0,3.0,6.0,1.0,strict_14_with_grace_period,370.0,AUD,"Darlinghurst, NSW, Australia",Australia,AU,151.21355,-33.87546,304,True,46,9.0
The charming blue suite - Copacabana,Townhouse,3535482,Sergio,"Rio de Janeiro, Rio de Janeiro, Brazil",within an hour,100.0,Private room,Real Bed,3,1125,2,900.0,2.0,1.0,1.0,1.0,flexible,101.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.192018737343275,-22.974614743860805,338,True,64,10.0
"Rio Antigo, quarto aconchegante!",Apartment,3696379,Alexandre,"Rio de Janeiro, Rio de Janeiro, Brazil",within an hour,100.0,Private room,Real Bed,1,1125,2,30.0,1.0,1.0,1.0,1.0,moderate,63.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.18758268316908,-22.913687773590524,226,False,0,10.0
Sunny & Spacious 1bdrm apt,Apartment,1713791,Roshan,"New York, New York, United States",within a day,90.0,Entire home/apt,Real Bed,1,1125,4,0.0,1.0,1.0,2.0,1.0,flexible,149.0,USD,"Brooklyn, NY, United States",United States,US,-73.92188,40.70699,70,True,36,9.0
Rio de Janeiro- próximo ao Parque Olimpico,Apartment,75233949,Marina,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,100.0,Entire home/apt,Real Bed,10,1125,6,0.0,1.0,3.0,5.0,3.0,flexible,1044.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.48464195562192,-23.023927670410306,83,False,0,10.0
Apto 2 quartos mobiliado Recreio dos Bandeirantes,Apartment,75293199,Leandro,BR,Not Specified,100.0,Entire home/apt,Real Bed,1,1125,4,0.0,1.0,2.0,3.0,2.0,flexible,1865.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.48662201316989,-23.022882730052668,364,True,0,10.0
Sunset Beach and Ocean Views,House,27569469,Derek,"Haleiwa, Hawaii, United States",within an hour,100.0,Private room,Real Bed,2,14,2,20.0,1.0,1.0,1.0,1.0,moderate,95.0,USD,"Haleiwa, HI, United States",United States,US,-158.03886,21.67923,135,True,120,10.0
Chic Queen Bed in 5 Star Location!,Townhouse,75333955,Jessica,"Paddington, New South Wales, Australia",within an hour,100.0,Private room,Real Bed,1,60,2,0.0,1.0,2.0,1.0,1.0,strict_14_with_grace_period,80.0,AUD,"Paddington, NSW, Australia",Australia,AU,151.23062,-33.88743,39,True,35,9.0
Loft Copacabana,Loft,49073624,Raygs,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,100.0,Entire home/apt,Real Bed,2,90,4,0.0,1.0,0.0,2.0,1.0,strict_14_with_grace_period,172.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.19461538649248,-22.983002257608693,133,True,35,10.0
"Super Studio in Wailea, Maui.",Condominium,64702170,Mark,,within an hour,100.0,Entire home/apt,Real Bed,2,1125,4,0.0,1.0,0.0,1.0,1.0,strict_14_with_grace_period,150.0,USD,"Kihei, HI, United States",United States,US,-156.43701,20.6915,245,True,8,10.0
5*Super host Apartment+terrace  8 min from Ramblas,Apartment,7218242,Antoni,"Barcelona, Catalonia, Spain",within an hour,100.0,Entire home/apt,Real Bed,6,1125,4,0.0,2.0,2.0,2.0,1.0,flexible,63.0,EUR,"Barcelona, Catalonia, Spain",Spain,ES,2.1651,41.37144,112,True,320,10.0
Family Matters | Historic Centre,Apartment,2220420,Tomás,"Porto, Porto, Portugal",within an hour,100.0,Entire home/apt,Real Bed,2,1120,7,12.0,2.0,2.0,3.0,1.0,strict_14_with_grace_period,70.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.61723,41.14839,322,True,111,10.0
Manly Escape,Serviced apartment,75473030,Ziggy,"New South Wales, Australia",within an hour,100.0,Entire home/apt,Real Bed,2,92,3,30.0,2.0,0.0,2.0,1.0,moderate,205.0,AUD,"Manly, NSW, Australia",Australia,AU,151.28492,-33.79762,71,True,97,10.0
Beautiful flat in Hong Kong Island (Sheung Wan),Apartment,40914732,Stam,HK,Not Specified,100.0,Private room,Real Bed,5,100,1,0.0,1.0,1.0,1.0,1.0,flexible,267.0,HKD,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.15097,22.28614,69,True,0,10.0
Hostel Próximo Parque Olímpico/ Projac BLUE 4,House,41201909,Eduardo,Brazil,Not Specified,100.0,Shared room,Real Bed,15,1125,1,0.0,1.0,1.0,4.0,3.5,strict_14_with_grace_period,116.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.406955121069075,-22.962923492008525,365,False,1,10.0
Jolie Chambre-Grande Maison-10min Bondi beach,House,22356389,Melissa,"Bondi Beach, New South Wales, Australia",Not Specified,100.0,Private room,Real Bed,7,1125,2,0.0,1.0,1.0,1.0,1.0,flexible,50.0,AUD,"Bondi, NSW, Australia",Australia,AU,151.26186,-33.8964,0,True,0,10.0
Self-contained beach accommodation near Manly,House,35555190,Cad,Australia,within an hour,100.0,Private room,Real Bed,2,4,2,0.0,1.0,1.0,1.0,1.0,flexible,151.0,AUD,"North Curl Curl, NSW, Australia",Australia,AU,151.30006,-33.76212,0,True,0,10.0
Apartment in Leblon,Apartment,5172242,Sabrine,"Rio de Janeiro, Rio de Janeiro, Brazil",a few days or more,33.0,Entire home/apt,Real Bed,1,1125,4,150.0,2.0,1.0,2.0,1.0,moderate,261.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.21649274666616,-22.984723659889077,330,True,5,10.0
Bright Architectural Oasis w/Chef’s Kitchen #10305,Apartment,8961407,Jamie,"New York, New York, United States",within an hour,100.0,Entire home/apt,Real Bed,3,1125,4,25.0,4.0,2.0,2.0,1.0,strict_14_with_grace_period,375.0,USD,"New York, NY, United States",United States,US,-73.94704,40.8053,342,True,40,10.0
"Bronte, Waverley - Large Apartment with pool",Apartment,51254801,Moira,"Clovelly, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,2,1125,4,0.0,1.0,2.0,2.0,1.0,strict_14_with_grace_period,254.0,AUD,"Waverley, NSW, Australia",Australia,AU,151.25337,-33.90298,0,True,1,10.0
1 Bedroom apt in Central,Apartment,33405426,Dee,"Hong Kong, Hong Kong Island, Hong Kong",Not Specified,100.0,Entire home/apt,Real Bed,1,1125,2,0.0,1.0,1.0,2.0,1.0,flexible,597.0,HKD,"Mid levels , Hong Kong Island, Hong Kong",Hong Kong,HK,114.1509,22.28117,0,True,0,10.0
AP NA BARRA DA TIJUCA HOSPEDA 4 PESSOAS,Apartment,75864365,Julia,"Porto Alegre, State of Rio Grande do Sul, Brazil",Not Specified,100.0,Entire home/apt,Real Bed,5,30,4,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,373.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.363386744558326,-22.979131216990595,0,False,2,9.0
Luxury Apartment Diagonal (very sunny),Apartment,75620994,Sabrina,"Barcelona, Catalonia, Spain",within an hour,92.0,Entire home/apt,Real Bed,32,1125,2,0.0,1.0,1.0,1.0,2.0,strict_14_with_grace_period,75.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.14449,41.39264,365,True,5,10.0
Ohana House retreat,House,73673210,Wanda,"Ocean View, Hawaii, United States",within an hour,100.0,Entire home/apt,Real Bed,3,31,6,20.0,2.0,3.0,5.0,1.5,moderate,55.0,USD,"Ocean View, HI, United States",United States,US,-155.76034,19.14801,359,True,16,9.0
Enjoy! Your House during the Olympics!,Apartment,15078728,Leticia,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,100.0,Entire home/apt,Real Bed,3,1125,2,0.0,1.0,1.0,1.0,2.0,strict_14_with_grace_period,701.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.37061948569106,-23.00184648597161,0,False,1,10.0
"Village house, near the Maracanã",Villa,75978874,Elizane,BR,Not Specified,100.0,Entire home/apt,Real Bed,2,1125,3,0.0,1.0,2.0,2.0,1.0,flexible,451.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.254614610762495,-22.9172028509369,0,True,0,10.0
Modern Beachside Apartment with Balcony,Apartment,50345502,David,"Barcelona, Catalonia, Spain",within an hour,100.0,Entire home/apt,Real Bed,3,31,6,10.0,2.0,2.0,3.0,1.0,moderate,90.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.21291,41.40308,229,False,67,10.0
CONDO SUR LE PARC JARRY,Condominium,76103018,Anthony,CA,Not Specified,100.0,Entire home/apt,Real Bed,4,1125,3,27.0,2.0,1.0,1.0,1.0,strict_14_with_grace_period,181.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.62176,45.53724,0,True,8,10.0
Merkezi Konum,Apartment,76140590,Büşra,TR,Not Specified,100.0,Private room,Real Bed,1,1125,1,105.0,1.0,1.0,1.0,1.0,flexible,158.0,TRY,"İstanbul, İstanbul, Turkey",Turkey,TR,29.00656,41.05722,365,False,0,10.0
Alegre&Aconchegante p/até 4 Posto10,Apartment,1422607,Leo&Archanjo,"Rio de Janeiro, Rio de Janeiro, Brazil",within an hour,98.0,Entire home/apt,Real Bed,3,89,4,30.0,2.0,1.0,1.0,1.0,strict_14_with_grace_period,149.0,BRL,"Rio de Janeiro, RJ, Brazil",Brazil,BR,-43.210202657500574,-22.982871160304803,137,False,54,10.0
Apartamento com vista para o mar no Recreio.,Apartment,76233847,Tom,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,100.0,Entire home/apt,Real Bed,10,30,6,0.0,1.0,0.0,4.0,2.0,flexible,2238.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.46312213962931,-23.026058527674266,0,False,0,10.0
Um Quarto Aconchegante em Ipanema,Apartment,18321166,Teresa,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within a few hours,100.0,Entire home/apt,Real Bed,5,21,4,50.0,3.0,1.0,3.0,1.0,flexible,201.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.19317787872534,-22.98846987088959,3,False,38,10.0
Excellent apartment between Copacabana and Ipanema,Apartment,3990316,Ursula,"Rio de Janeiro, Rio de Janeiro, Brazil",within a day,80.0,Entire home/apt,Real Bed,10,360,4,0.0,1.0,2.0,2.0,1.5,strict_14_with_grace_period,1000.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.19406487887688,-22.981423139099054,362,False,0,10.0
Apartamento 2 quartos em frente ao Rio Olympic Par,Apartment,76416514,Luciano,BR,Not Specified,100.0,Entire home/apt,Real Bed,20,25,4,1119.0,4.0,2.0,2.0,2.0,strict_14_with_grace_period,1306.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.39714324266577,-22.973565284382087,83,True,0,10.0
Large Bedroom in amazing Apt - 10min Manhattan,Apartment,31651673,Mathieu,"London, England, United Kingdom",Not Specified,100.0,Private room,Real Bed,2,30,2,10.0,1.0,1.0,1.0,1.0,moderate,90.0,USD,"Brooklyn, NY, United States",United States,US,-73.95001,40.70821,0,True,24,10.0
Central Waikiki Beauty Close to Everything #AS1508,Condominium,43793840,Mark,"Honolulu, Hawaii, United States",within an hour,99.0,Entire home/apt,Real Bed,1,1125,3,0.0,1.0,0.0,2.0,1.0,moderate,118.0,USD,"Honolulu, HI, United States",United States,US,-157.82476,21.27936,347,True,29,9.0
Fantastic Apartment in LEBLON,Apartment,76583821,Guilherme,BR,Not Specified,100.0,Entire home/apt,Real Bed,20,45,2,0.0,1.0,1.0,1.0,1.0,flexible,373.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.220162252701186,-22.984271127835314,89,True,0,10.0
ORM - Chã 02 Apartment,Apartment,19887538,Oporto Rental Management,PT,within an hour,100.0,Entire home/apt,Real Bed,2,1125,4,20.0,2.0,1.0,2.0,1.0,strict_14_with_grace_period,40.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.60865,41.14441,276,False,103,10.0
Bright studio in the heart of the east village,Apartment,4996789,Christine,"New York, New York, United States",within an hour,100.0,Entire home/apt,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,142.0,USD,"New York, NY, United States",United States,US,-73.97529,40.72741,73,True,130,10.0
Spacious Modern Apartment in Central Hong Kong,Apartment,13551290,Kristen,"Edinburgh, Scotland, United Kingdom",Not Specified,100.0,Entire home/apt,Real Bed,2,14,2,0.0,1.0,1.0,1.0,1.0,moderate,848.0,HKD,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.14934,22.28346,0,True,0,10.0
Little New York on Riley - 1BR Darlinghurst,Apartment,75880256,Uptown,"New South Wales, Australia",within a few hours,100.0,Entire home/apt,Real Bed,7,180,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,230.0,AUD,"Darlinghurst, NSW, Australia",Australia,AU,151.21476,-33.87586,226,True,10,9.0
Sydney Olympic Park High Level Stunning View Apt,Apartment,76721545,Nicole,Australia,within an hour,100.0,Entire home/apt,Real Bed,1,1125,6,30.0,3.0,2.0,2.0,2.0,strict_14_with_grace_period,188.0,AUD,"Sydney Olympic Park, NSW, Australia",Australia,AU,151.07343,-33.84673,200,True,105,10.0
The best of the Olympic village.,Apartment,76728312,Jorge,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,100.0,Entire home/apt,Real Bed,3,30,5,0.0,1.0,2.0,5.0,2.0,moderate,1119.0,BRL,"Jacarepagua, Rio de Janeiro, Brazil",Brazil,BR,-43.392545662686615,-22.972063407633105,0,True,2,10.0
